skill,skill_percent,region,location_quotident,location_difference,location_change,absolute_location_change,num_ads,num_ads_per_skill
directing operational activities,0.13284671532846715,Devon,0.8504911352654747,-0.02335328467153286,-0.1495088647345253,0.1495088647345253,1370,182.0
leading and motivating,0.22335766423357664,Devon,0.8644206982993794,-0.03503233576642337,-0.1355793017006206,0.1355793017006206,1370,306.0
maintaining operational records,0.12043795620437957,Devon,1.058702146662971,0.006677956204379568,0.05870214666297091,0.05870214666297091,1370,165.0
management and administration,0.12700729927007298,Devon,0.6963119477525931,-0.055392700729927025,-0.3036880522474069,0.3036880522474069,1370,173.99999999999997
managing and analysing digital data,0.11605839416058394,Devon,0.8424680180065618,-0.02170160583941605,-0.1575319819934382,0.1575319819934382,1370,159.0
performing general clerical and administrative tasks,0.11021897810218978,Devon,1.10861977572108,0.010798978102189785,0.10861977572108006,0.10861977572108006,1370,151.0
personal skills and development,0.2583941605839416,Devon,0.9995518958026444,-0.00011583941605841641,-0.00044810419735563656,0.00044810419735563656,1370,354.0
planning and scheduling events and activities,0.3343065693430657,Devon,1.0319377989352563,0.010346569343065659,0.03193779893525628,0.03193779893525628,1370,458.0
presenting general information,0.13065693430656936,Devon,0.8174744059724042,-0.029173065693430644,-0.18252559402759583,0.18252559402759583,1370,179.00000000000003
"promoting products, services, or programs",0.08832116788321168,Devon,0.8756808237478849,-0.012538832116788329,-0.12431917625211508,0.12431917625211508,1370,121.0
providing general assistance to people,0.10510948905109489,Devon,1.0389393006928427,0.0039394890510948966,0.03893930069284268,0.03893930069284268,1370,144.0
providing information to the public and clients,0.12116788321167883,Devon,1.0106587973282077,0.0012778832116788347,0.010658797328207736,0.010658797328207736,1370,166.0
selling products or services,0.08394160583941605,Devon,0.8325062564654969,-0.01688839416058395,-0.16749374353450308,0.16749374353450308,1370,114.99999999999999
supervising a team or group,0.2,Devon,0.9957679860592482,-0.0008499999999999897,-0.004232013940751789,0.004232013940751789,1370,274.0
teaching and training,0.10072992700729927,Devon,1.1703256303857241,0.014659927007299275,0.17032563038572412,0.17032563038572412,1370,138.0
using digital tools for collaboration and productivity,0.16715328467153284,Devon,0.8710890857862986,-0.024736715328467163,-0.12891091421370138,0.12891091421370138,1370,229.0
work independently,0.09416058394160584,Devon,1.035186718795139,0.003200583941605842,0.035186718795138905,0.035186718795138905,1370,129.0
work skills,0.14525547445255474,Devon,1.2227921075221377,0.026465474452554733,0.22279210752213774,0.22279210752213774,1370,199.0
working in teams,0.16204379562043797,Devon,0.8785718695534481,-0.022396204379562024,-0.12142813044655187,0.12142813044655187,1370,222.00000000000003
adapt to change,0.07514153371075656,Dorset and Somerset,0.9036865148617746,-0.00800846628924344,-0.09631348513822535,0.09631348513822535,1943,146.0
advising and consulting,0.12712300566134843,Dorset and Somerset,0.8944136048782694,-0.015006994338651575,-0.10558639512173063,0.10558639512173063,1943,247.0
advocating for individual or community needs,0.05970149253731343,Dorset and Somerset,1.0127479650095577,0.0007514925373134293,0.01274796500955766,0.01274796500955766,1943,116.0
analysing and evaluating information and data,0.08234688625836335,Dorset and Somerset,0.8016636123283036,-0.020373113741636653,-0.19833638767169637,0.19833638767169637,1943,160.0
analysing business operations,0.06073082861554297,Dorset and Somerset,0.9616916645374975,-0.0024191713844570265,-0.03830833546250245,0.03830833546250245,1943,118.0
attend to detail,0.1204323211528564,Dorset and Somerset,0.9360509960582652,-0.008227678847143594,-0.06394900394173475,0.06394900394173475,1943,234.0
coaching and mentoring,0.19402985074626866,Dorset and Somerset,0.8873992716499824,-0.02462014925373135,-0.11260072835001755,0.11260072835001755,1943,377.0
complying with health and safety procedures,0.09521358723623263,Dorset and Somerset,1.1391910413523885,0.011633587236232631,0.13919104135238847,0.13919104135238847,1943,185.0
complying with legal and organisational guidelines,0.10087493566649511,Dorset and Somerset,0.9390703376139928,-0.006545064333504894,-0.060929662386007166,0.060929662386007166,1943,196.0
coordinating activities with others,0.22748327328872878,Dorset and Somerset,0.857780065191285,-0.037716726711271215,-0.14221993480871498,0.14221993480871498,1943,442.0
demonstrate enthusiasm,0.16417910447761194,Dorset and Somerset,0.9454598587826775,-0.009470895522388056,-0.054540141217322535,0.054540141217322535,1943,319.0
"developing financial, business or marketing plans",0.056098816263510036,Dorset and Somerset,0.7755954135698885,-0.01623118373648997,-0.22440458643011152,0.22440458643011152,1943,109.0
developing operational policies and procedures,0.08080288214101904,Dorset and Somerset,0.7708727546367014,-0.02401711785898096,-0.22912724536329865,0.22912724536329865,1943,157.0
developing professional relationships or networks,0.1811631497683994,Dorset and Somerset,0.8405082572534072,-0.034376850231600614,-0.15949174274659284,0.15949174274659284,1943,352.0
developing solutions,0.07668553782810088,Dorset and Somerset,0.8243983855955802,-0.016334462171899128,-0.1756016144044198,0.1756016144044198,1943,149.0
directing operational activities,0.1224909933093155,Dorset and Somerset,0.7841932990353104,-0.03370900669068451,-0.21580670096468957,0.21580670096468957,1943,238.0
executing financial transactions,0.0602161605764282,Dorset and Somerset,0.8188218734896411,-0.013323839423571793,-0.18117812651035892,0.18117812651035892,1943,117.0
leading and motivating,0.2249099330931549,Dorset and Somerset,0.8704281632151202,-0.0334800669068451,-0.12957183678487982,0.12957183678487982,1943,437.0
maintaining and enforcing physical security,0.057128152341739576,Dorset and Somerset,1.0660226225366594,0.003538152341739577,0.06602262253665936,0.06602262253665936,1943,111.0
maintaining operational records,0.1065362840967576,Dorset and Somerset,0.9365003876297258,-0.007223715903242403,-0.06349961237027424,0.06349961237027424,1943,207.0
manage quality,0.07771487390633042,Dorset and Somerset,0.9931613278764271,-0.0005351260936695829,-0.00683867212357292,0.00683867212357292,1943,151.0
management and administration,0.1327843540916109,Dorset and Somerset,0.7279843974320773,-0.0496156459083891,-0.2720156025679227,0.2720156025679227,1943,258.0
management skills,0.055069480185280496,Dorset and Somerset,0.7213712363804099,-0.02127051981471951,-0.2786287636195901,0.2786287636195901,1943,107.0
managing and analysing digital data,0.11219763252702007,Dorset and Somerset,0.8144427448244779,-0.02556236747297992,-0.18555725517552213,0.18555725517552213,1943,218.0
managing budgets or finances,0.06793618116314977,Dorset and Somerset,0.745977612420663,-0.02313381883685023,-0.25402238757933704,0.25402238757933704,1943,132.0
marketing and advertising,0.06227483273288729,Dorset and Somerset,0.7711098654394166,-0.01848516726711271,-0.22889013456058338,0.22889013456058338,1943,121.0
mediating and resolving disputes,0.05918682449819866,Dorset and Somerset,0.6695342137805278,-0.029213175501801344,-0.3304657862194722,0.3304657862194722,1943,115.0
meet commitments,0.056098816263510036,Dorset and Somerset,1.087818814495056,0.004528816263510038,0.08781881449505602,0.08781881449505602,1943,109.0
monitoring and evaluating the performance of individuals,0.06073082861554297,Dorset and Somerset,1.0232658570436894,0.0013808286155429714,0.023265857043689442,0.023265857043689442,1943,118.0
monitoring operational activities,0.06278950077200206,Dorset and Somerset,0.9155657738699629,-0.0057904992279979445,-0.08443422613003715,0.08443422613003715,1943,122.0
"monitoring, inspecting and testing equipment, systems and products",0.06227483273288729,Dorset and Somerset,0.9967162729335354,-0.00020516726711271305,-0.0032837270664646256,0.0032837270664646256,1943,121.0
performing calculations,0.056098816263510036,Dorset and Somerset,0.8400541518944299,-0.01068118373648997,-0.1599458481055701,0.1599458481055701,1943,109.0
performing general clerical and administrative tasks,0.1029336078229542,Dorset and Somerset,1.0353410563564092,0.0035136078229542067,0.03534105635640916,0.03534105635640916,1943,200.0
personal skills and development,0.23005661348430262,Dorset and Somerset,0.8899331301856895,-0.0284533865156974,-0.11006686981431046,0.11006686981431046,1943,447.0
planning and scheduling events and activities,0.30777148739063304,Dorset and Somerset,0.9500292856853717,-0.01618851260936699,-0.049970714314628295,0.049970714314628295,1943,598.0
presenting general information,0.13535769428718478,Dorset and Somerset,0.8468854050377574,-0.024472305712815223,-0.15311459496224256,0.15311459496224256,1943,263.0
"promoting products, services, or programs",0.09006690684508492,Dorset and Somerset,0.8929893599552341,-0.010793093154915084,-0.1070106400447659,0.1070106400447659,1943,175.0
providing general assistance to people,0.10962429233144622,Dorset and Somerset,1.0835652103533282,0.00845429233144622,0.0835652103533282,0.0835652103533282,1943,213.0
providing information to the public and clients,0.12815234173957799,Dorset and Somerset,1.0689160208489281,0.008262341739577989,0.06891602084892812,0.06891602084892812,1943,249.00000000000003
selling products or services,0.08903757076685538,Dorset and Somerset,0.8830464223629414,-0.011792429233144622,-0.1169535776370586,0.1169535776370586,1943,173.0
supervising a team or group,0.19042717447246527,Dorset and Somerset,0.9481064200769991,-0.010422825527534735,-0.05189357992300092,0.05189357992300092,1943,370.0
teaching and training,0.092125579001544,Dorset and Somerset,1.0703564424485188,0.006055579001544006,0.0703564424485188,0.0703564424485188,1943,179.0
using digital tools for collaboration and productivity,0.14616572310859496,Dorset and Somerset,0.7617162077679658,-0.04572427689140504,-0.23828379223203422,0.23828379223203422,1943,284.0
wholesale and retail sales,0.05764282038085435,Dorset and Somerset,0.8924418699621359,-0.006947179619145642,-0.10755813003786407,0.10755813003786407,1943,112.0
work independently,0.08183221821924859,Dorset and Somerset,0.8996505960779309,-0.00912778178075141,-0.10034940392206915,0.10034940392206915,1943,159.0
work skills,0.1435923829130211,Dorset and Somerset,1.2087918420154986,0.024802382913021087,0.2087918420154986,0.2087918420154986,1943,279.0
working in teams,0.18219248584662892,Dorset and Somerset,0.9878143886718116,-0.002247514153371072,-0.012185611328188406,0.012185611328188406,1943,354.0
accessing and analysing digital data,0.04721549636803874,East Anglia,0.9454444607136312,-0.0027245036319612573,-0.054555539286368804,0.054555539286368804,4130,195.0
adapt to change,0.10847457627118644,East Anglia,1.304564958162194,0.025324576271186436,0.3045649581621941,0.3045649581621941,4130,448.0
advising and consulting,0.15108958837772396,East Anglia,1.0630379819723068,0.008959588377723954,0.06303798197230681,0.06303798197230681,4130,624.0
advising on environmental issues,0.043583535108958835,East Anglia,2.247732599740012,0.024193535108958834,1.247732599740012,1.247732599740012,4130,180.0
advising on products and services,0.030750605326876512,East Anglia,0.9774509004092978,-0.0007093946731234896,-0.02254909959070217,0.02254909959070217,4130,127.0
advocating for individual or community needs,0.08208232445520582,East Anglia,1.3924058431756712,0.023132324455205813,0.3924058431756712,0.3924058431756712,4130,339.0
allocating and controlling physical resources,0.0288135593220339,East Anglia,1.170806961480451,0.004203559322033899,0.17080696148045105,0.17080696148045105,4130,119.0
analysing and evaluating information and data,0.08038740920096853,East Anglia,0.7825877063957216,-0.02233259079903148,-0.21741229360427838,0.21741229360427838,4130,332.0
analysing business operations,0.05351089588377724,East Anglia,0.847361771714604,-0.009639104116222756,-0.15263822828539597,0.15263822828539597,4130,221.0
assisting and supporting co-workers,0.02857142857142857,East Anglia,1.1257458065968704,0.0031914285714285708,0.1257458065968704,0.1257458065968704,4130,118.0
assisting with personal needs,0.03026634382566586,East Anglia,0.9766487197697922,-0.0007236561743341405,-0.023351280230207827,0.023351280230207827,4130,125.0
attend to detail,0.14043583535108958,East Anglia,1.0915267787275733,0.011775835351089586,0.09152677872757331,0.09152677872757331,4130,580.0
building and developing teams,0.03486682808716707,East Anglia,0.892647928498901,-0.00419317191283293,-0.10735207150109904,0.10735207150109904,4130,144.0
cleaning interior and exterior of buildings,0.024455205811138015,East Anglia,1.2690817753574477,0.005185205811138016,0.2690817753574477,0.2690817753574477,4130,101.0
coaching and mentoring,0.22276029055690072,East Anglia,1.0187984932856196,0.004110290556900709,0.018798493285619555,0.018798493285619555,4130,920.0
"communication, collaboration and creativity",0.046731234866828085,East Anglia,0.827540904317834,-0.009738765133171914,-0.172459095682166,0.172459095682166,4130,193.0
complying with health and safety procedures,0.08280871670702179,East Anglia,0.9907719156140439,-0.0007712832929782087,-0.009228084385956126,0.009228084385956126,4130,342.0
complying with legal and organisational guidelines,0.1016949152542373,East Anglia,0.946703735377372,-0.005725084745762707,-0.05329626462262804,0.05329626462262804,4130,420.0
conducting investigations,0.03462469733656175,East Anglia,0.8549307984336233,-0.005875302663438255,-0.1450692015663767,0.1450692015663767,4130,143.0
coordinating activities with others,0.26077481840193706,East Anglia,0.9833137948790991,-0.004425181598062933,-0.01668620512090091,0.01668620512090091,4130,1077.0
cope with pressure,0.06174334140435835,East Anglia,1.1124926379163667,0.006243341404358352,0.11249263791636666,0.11249263791636666,4130,255.0
database and network design and administration,0.0549636803874092,East Anglia,0.7533399175905867,-0.017996319612590794,-0.24666008240941328,0.24666008240941328,4130,227.0
demonstrate consideration,0.029782082324455207,East Anglia,0.8112798236027025,-0.006927917675544792,-0.18872017639729755,0.18872017639729755,4130,123.0
demonstrate enthusiasm,0.18426150121065377,East Anglia,1.0611085586562268,0.010611501210653768,0.061108558656226775,0.061108558656226775,4130,761.0
demonstrate willingness to learn,0.03753026634382567,East Anglia,1.0254171132192806,0.0009302663438256684,0.02541711321928064,0.02541711321928064,4130,155.0
developing educational programmes,0.03438256658595642,East Anglia,0.8474874682266802,-0.006187433414043583,-0.1525125317733198,0.1525125317733198,4130,142.0
"developing financial, business or marketing plans",0.0486682808716707,East Anglia,0.6728643836813314,-0.023661719128329303,-0.3271356163186686,0.3271356163186686,4130,201.0
developing instructive or promotional materials,0.024455205811138015,East Anglia,0.8784197489632908,-0.003384794188861985,-0.12158025103670922,0.12158025103670922,4130,101.0
developing objectives and strategies,0.03583535108958838,East Anglia,0.7718145830193491,-0.01059464891041162,-0.22818541698065087,0.22818541698065087,4130,148.0
developing operational policies and procedures,0.09588377723970944,East Anglia,0.9147469685146865,-0.00893622276029056,-0.08525303148531349,0.08525303148531349,4130,396.0
developing professional relationships or networks,0.21307506053268765,East Anglia,0.9885638885250424,-0.002464939467312355,-0.0114361114749576,0.0114361114749576,4130,880.0
developing solutions,0.09007263922518159,East Anglia,0.9683147626873961,-0.002947360774818414,-0.031685237312603864,0.031685237312603864,4130,372.0
directing operational activities,0.16537530266343825,East Anglia,1.0587407340809107,0.009175302663438245,0.05874073408091074,0.05874073408091074,4130,683.0
electronics and automation,0.03099273607748184,East Anglia,1.0379348987770207,0.0011327360774818392,0.03793489877702072,0.03793489877702072,4130,128.0
engaging with others to identify needs,0.02953995157384988,East Anglia,0.9504488923375122,-0.0015400484261501209,-0.049551107662487826,0.049551107662487826,4130,122.0
entering and transforming information,0.03171912832929782,East Anglia,1.079616348852887,0.0023391283292978175,0.07961634885288693,0.07961634885288693,4130,131.0
executing financial transactions,0.06077481840193705,East Anglia,0.8264185259986001,-0.012765181598062947,-0.1735814740013999,0.1735814740013999,4130,251.0
"finance, banking and insurance",0.03922518159806295,East Anglia,0.7020794988019142,-0.016644818401937052,-0.2979205011980858,0.2979205011980858,4130,162.0
following instructions and procedures,0.03341404358353511,East Anglia,1.0031234939518194,0.00010404358353510723,0.003123493951819434,0.003123493951819434,4130,138.0
gathering information from physical or electronic sources,0.025665859564164648,East Anglia,1.0307574122154477,0.0007658595641646497,0.0307574122154477,0.0307574122154477,4130,106.0
history and archaeology,0.04382566585956416,East Anglia,2.2201451803223993,0.024085665859564162,1.2201451803223993,1.2201451803223993,4130,181.0
identifying opportunities,0.05036319612590799,East Anglia,0.961496680525162,-0.0020168038740920116,-0.03850331947483798,0.03850331947483798,4130,208.0
law,0.02929782082324455,East Anglia,0.8714402386449897,-0.004322179176755446,-0.12855976135501035,0.12855976135501035,4130,121.0
leading and motivating,0.26464891041162225,East Anglia,1.024222726930695,0.006258910411622243,0.024222726930694938,0.024222726930694938,4130,1093.0
literature and linguistics,0.02639225181598063,East Anglia,0.9075739964229926,-0.002687748184019373,-0.09242600357700737,0.09242600357700737,4130,109.0
"loading and unloading goods and, materials",0.03220338983050847,East Anglia,1.2221400315183482,0.005853389830508475,0.22214003151834816,0.22214003151834816,4130,133.0
maintaining and enforcing physical security,0.08135593220338982,East Anglia,1.518117786963796,0.027765932203389826,0.5181177869637961,0.5181177869637961,4130,336.0
maintaining operational records,0.11041162227602906,East Anglia,0.9705662998947703,-0.0033483777239709384,-0.02943370010522972,0.02943370010522972,4130,456.0
making decisions,0.026634382566585957,East Anglia,0.872686191565726,-0.0038856174334140417,-0.12731380843427398,0.12731380843427398,4130,110.0
manage quality,0.07675544794188861,East Anglia,0.980900293187075,-0.001494552058111387,-0.019099706812925055,0.019099706812925055,4130,317.0
management and administration,0.15036319612590798,East Anglia,0.8243596278832674,-0.032036803874092024,-0.17564037211673256,0.17564037211673256,4130,621.0
management skills,0.0692493946731235,East Anglia,0.9071180858412823,-0.007090605326876512,-0.09288191415871772,0.09288191415871772,4130,286.0
managing and analysing digital data,0.12905569007263923,East Anglia,0.9368154041277529,-0.008704309927360765,-0.06318459587224712,0.06318459587224712,4130,533.0
managing budgets or finances,0.07578692493946732,East Anglia,0.8321832100523479,-0.015283075060532683,-0.16781678994765215,0.16781678994765215,4130,313.0
managing human resources,0.02929782082324455,East Anglia,0.9184269850546882,-0.0026021791767554467,-0.08157301494531177,0.08157301494531177,4130,121.0
managing information,0.03438256658595642,East Anglia,0.8296951396225005,-0.007057433414043579,-0.17030486037749948,0.17030486037749948,4130,142.0
marketing and advertising,0.10484261501210654,East Anglia,1.29819978964966,0.02408261501210654,0.29819978964966,0.29819978964966,4130,433.0
mechanics and metal trades,0.02953995157384988,East Anglia,1.2032566832525409,0.00498995157384988,0.20325668325254087,0.20325668325254087,4130,122.0
mediating and resolving disputes,0.10290556900726393,East Anglia,1.1640901471409946,0.014505569007263922,0.16409014714099457,0.16409014714099457,4130,425.0
meet commitments,0.051573849878934624,East Anglia,1.000074653460047,3.849878934626683e-06,7.465346004709161e-05,7.465346004709161e-05,4130,213.0
monitoring and evaluating the performance of individuals,0.05254237288135593,East Anglia,0.8852969314466037,-0.00680762711864407,-0.11470306855339629,0.11470306855339629,4130,217.0
monitoring developments in area of expertise,0.03583535108958838,East Anglia,0.8990303835822474,-0.00402464891041162,-0.1009696164177526,0.1009696164177526,4130,148.0
monitoring financial and economic resources and activity,0.030508474576271188,East Anglia,0.9332662764231016,-0.002181525423728809,-0.06673372357689844,0.06673372357689844,4130,126.0
monitoring operational activities,0.06828087167070218,East Anglia,0.9956382570822715,-0.00029912832929782085,-0.004361742917728506,0.004361742917728506,4130,282.0
monitoring safety or security,0.02639225181598063,East Anglia,1.2167935369285674,0.004702251815980628,0.2167935369285674,0.2167935369285674,4130,109.0
"monitoring, inspecting and testing equipment, systems and products",0.06029055690072639,East Anglia,0.9649576968746222,-0.0021894430992736094,-0.035042303125377816,0.035042303125377816,4130,249.0
negotiating and managing contracts and agreements,0.06053268765133172,East Anglia,0.7955406446488594,-0.015557312348668285,-0.20445935535114057,0.20445935535114057,4130,250.0
performing calculations,0.05714285714285714,East Anglia,0.8556881872245753,-0.009637142857142865,-0.1443118127754247,0.1443118127754247,4130,236.0
performing general clerical and administrative tasks,0.10629539951573849,East Anglia,1.0691550947066837,0.006875399515738498,0.06915509470668368,0.06915509470668368,4130,439.0
personal skills and development,0.24721549636803875,East Anglia,0.9563092196357539,-0.011294503631961272,-0.04369078036424612,0.04369078036424612,4130,1021.0
planning and scheduling events and activities,0.34116222760290554,East Anglia,1.0530998506078082,0.017202227602905518,0.0530998506078082,0.0530998506078082,4130,1409.0
"preparing financial documents, records, reports, or budgets",0.046246973365617436,East Anglia,0.8175176483227405,-0.010323026634382566,-0.18248235167725946,0.18248235167725946,4130,191.0
presenting general information,0.17046004842615012,East Anglia,1.0665084679105932,0.010630048426150118,0.06650846791059317,0.06650846791059317,4130,704.0
"promoting products, services, or programs",0.11234866828087167,East Anglia,1.1139070819043393,0.011488668280871667,0.11390708190433929,0.11390708190433929,4130,464.0
providing general assistance to people,0.10944309927360775,East Anglia,1.0817742341959846,0.008273099273607754,0.08177423419598462,0.08177423419598462,4130,452.0
providing information to the public and clients,0.13656174334140436,East Anglia,1.1390586649545782,0.016671743341404366,0.1390586649545782,0.1390586649545782,4130,564.0
"providing medical, dental and nursing care",0.03292978208232446,East Anglia,1.0561187325953962,0.001749782082324458,0.05611873259539624,0.05611873259539624,4130,136.0
providing support to resolve problems,0.03777239709443099,East Anglia,1.0607244339913222,0.0021623970944309873,0.06072443399132221,0.06072443399132221,4130,156.0
purchasing goods or services,0.02857142857142857,East Anglia,1.2288786482334868,0.005321428571428571,0.2288786482334868,0.2288786482334868,4130,118.0
recruiting and hiring,0.0324455205811138,East Anglia,0.9000144405302025,-0.0036044794188861973,-0.09998555946979748,0.09998555946979748,4130,134.0
responding to complaints,0.05907990314769976,East Anglia,1.8561075446968194,0.02724990314769976,0.8561075446968194,0.8561075446968194,4130,244.0
selling products or services,0.1271186440677966,East Anglia,1.2607224443895328,0.0262886440677966,0.26072244438953285,0.26072244438953285,4130,525.0
software and applications development and analysis,0.06513317191283292,East Anglia,0.8696017611860204,-0.00976682808716707,-0.1303982388139796,0.1303982388139796,4130,269.0
storing goods and materials,0.02711864406779661,East Anglia,0.94588922454819,-0.0015513559322033917,-0.05411077545180998,0.05411077545180998,4130,112.0
supervising a team or group,0.2261501210653753,East Anglia,1.1259652530016195,0.025300121065375297,0.12596525300161954,0.12596525300161954,4130,934.0
teaching academic or vocational subjects,0.03656174334140436,East Anglia,0.7506003560132284,-0.012148256658595646,-0.2493996439867716,0.2493996439867716,4130,151.0
teaching and training,0.07966101694915254,East Anglia,0.9255375502399505,-0.006408983050847458,-0.07446244976004945,0.07446244976004945,4130,329.0
technical or academic writing,0.0576271186440678,East Anglia,0.8493311517180221,-0.010222881355932197,-0.1506688482819779,0.1506688482819779,4130,238.0
training on operational procedures,0.029782082324455207,East Anglia,0.926636039964381,-0.0023579176755447948,-0.07336396003561896,0.07336396003561896,4130,123.0
transport services,0.03583535108958838,East Anglia,1.063048089278801,0.002125351089588383,0.06304808927880101,0.06304808927880101,4130,148.0
using digital tools for collaboration and productivity,0.18619854721549636,East Anglia,0.9703400240528238,-0.005691452784503642,-0.029659975947176176,0.029659975947176176,4130,769.0
verifying identities and documentation,0.03389830508474576,East Anglia,1.1209756972468836,0.003658305084745763,0.12097569724688362,0.12097569724688362,4130,140.0
wholesale and retail sales,0.05738498789346247,East Anglia,0.8884500370562389,-0.0072050121065375256,-0.11154996294376107,0.11154996294376107,4130,237.0
work efficiently,0.05593220338983051,East Anglia,0.9848952877237279,-0.0008577966101694923,-0.015104712276272081,0.015104712276272081,4130,231.0
work independently,0.12058111380145278,East Anglia,1.3256498878787686,0.029621113801452784,0.3256498878787686,0.3256498878787686,4130,498.0
work skills,0.13050847457627118,East Anglia,1.098648662145561,0.011718474576271176,0.0986486621455609,0.0986486621455609,4130,539.0
working in teams,0.17990314769975788,East Anglia,0.9754020152882124,-0.004536852300242117,-0.024597984711787646,0.024597984711787646,4130,743.0
working with others,0.03438256658595642,East Anglia,0.8576344870530411,-0.005707433414043582,-0.14236551294695887,0.14236551294695887,4130,142.0
adapt to change,0.08649093904448106,East Wales,1.0401796637941199,0.003340939044481059,0.04017966379411986,0.04017966379411986,1214,105.00000000000001
advising and consulting,0.16474464579901152,East Wales,1.1591124027229402,0.022614645799011512,0.15911240272294025,0.15911240272294025,1214,199.99999999999997
analysing and evaluating information and data,0.10214168039538715,East Wales,0.994369941543878,-0.0005783196046128536,-0.005630058456121967,0.005630058456121967,1214,124.0
attend to detail,0.10955518945634267,East Wales,0.851509322682595,-0.019104810543657327,-0.14849067731740495,0.14849067731740495,1214,133.0
coaching and mentoring,0.20510708401976935,East Wales,0.938061212073036,-0.013542915980230663,-0.061938787926963945,0.061938787926963945,1214,249.0
complying with health and safety procedures,0.08896210873146623,East Wales,1.0643946964760258,0.005382108731466231,0.0643946964760258,0.0643946964760258,1214,108.0
complying with legal and organisational guidelines,0.1186161449752883,East Wales,1.1042277506543317,0.0111961449752883,0.10422775065433165,0.10422775065433165,1214,144.0
coordinating activities with others,0.27100494233937394,East Wales,1.0218889228483181,0.005804942339373953,0.021888922848318115,0.021888922848318115,1214,328.99999999999994
demonstrate enthusiasm,0.17627677100494235,East Wales,1.0151268125824495,0.002626771004942352,0.015126812582449523,0.015126812582449523,1214,214.0
developing operational policies and procedures,0.11614497528830313,East Wales,1.1080421225749202,0.011324975288303132,0.10804212257492019,0.10804212257492019,1214,141.0
developing professional relationships or networks,0.22817133443163098,East Wales,1.058603203264503,0.012631334431630975,0.05860320326450297,0.05860320326450297,1214,277.0
developing solutions,0.09802306425041186,East Wales,1.053784823160738,0.005003064250411859,0.05378482316073807,0.05378482316073807,1214,119.0
directing operational activities,0.14662273476112025,East Wales,0.9386858819533946,-0.00957726523887975,-0.06131411804660536,0.06131411804660536,1214,178.0
leading and motivating,0.23393739703459637,East Wales,0.9053655212453902,-0.024452602965403636,-0.09463447875460984,0.09463447875460984,1214,284.0
maintaining operational records,0.11614497528830313,East Wales,1.0209649726468277,0.002384975288303129,0.02096497264682773,0.02096497264682773,1214,141.0
management and administration,0.1672158154859967,East Wales,0.9167533743749819,-0.015184184514003302,-0.08324662562501806,0.08324662562501806,1214,203.0
managing and analysing digital data,0.13509060955518945,East Wales,0.980622891660783,-0.0026693904448105432,-0.01937710833921702,0.01937710833921702,1214,164.0
mediating and resolving disputes,0.08649093904448106,East Wales,0.9784042878334961,-0.0019090609555189458,-0.02159571216650391,0.02159571216650391,1214,105.00000000000001
performing general clerical and administrative tasks,0.1128500823723229,East Wales,1.1350843127371042,0.013430082372322905,0.1350843127371042,0.1350843127371042,1214,137.0
personal skills and development,0.2355848434925865,East Wales,0.9113181056538876,-0.02292515650741353,-0.0886818943461124,0.0886818943461124,1214,286.0
planning and scheduling events and activities,0.3163097199341021,East Wales,0.976385109069336,-0.0076502800658979075,-0.023614890930664045,0.023614890930664045,1214,383.99999999999994
presenting general information,0.1441515650741351,East Wales,0.9019055563669842,-0.015678434925864904,-0.09809444363301578,0.09809444363301578,1214,175.0
"promoting products, services, or programs",0.08401976935749589,East Wales,0.8330336045756086,-0.016840230642504117,-0.1669663954243914,0.1669663954243914,1214,102.00000000000001
providing general assistance to people,0.10543657331136738,East Wales,1.0421723170047186,0.004266573311367386,0.042172317004718574,0.042172317004718574,1214,128.0
providing information to the public and clients,0.14744645799011533,East Wales,1.229847843774421,0.02755645799011533,0.2298478437744209,0.2298478437744209,1214,179.0
selling products or services,0.09225700164744646,East Wales,0.9149757180149406,-0.00857299835255354,-0.0850242819850594,0.0850242819850594,1214,112.0
supervising a team or group,0.19110378912685339,East Wales,0.9514751761356902,-0.009746210873146616,-0.048524823864309785,0.048524823864309785,1214,232.0
using digital tools for collaboration and productivity,0.18780889621087316,East Wales,0.9787320663446409,-0.00408110378912685,-0.02126793365535906,0.02126793365535906,1214,228.0
work independently,0.10461285008237232,East Wales,1.1500972964201004,0.013652850082372325,0.1500972964201004,0.1500972964201004,1214,127.0
work skills,0.12767710049423395,East Wales,1.0748135406535393,0.00888710049423394,0.07481354065353929,0.07481354065353929,1214,155.0
working in teams,0.19934102141680396,East Wales,1.0807906170939274,0.014901021416803967,0.08079061709392743,0.08079061709392743,1214,242.0
advising and consulting,0.11307053941908714,East Yorkshire and Northern Lincolnshire,0.7955430902630488,-0.02905946058091287,-0.2044569097369512,0.2044569097369512,964,109.0
attend to detail,0.11721991701244813,East Yorkshire and Northern Lincolnshire,0.9110828308133696,-0.011440082987551864,-0.0889171691866304,0.0889171691866304,964,113.0
coaching and mentoring,0.18568464730290457,East Yorkshire and Northern Lincolnshire,0.8492323224463963,-0.03296535269709544,-0.15076767755360365,0.15076767755360365,964,179.0
complying with health and safety procedures,0.11099585062240663,East Yorkshire and Northern Lincolnshire,1.3280192704284115,0.02741585062240663,0.3280192704284115,0.3280192704284115,964,107.0
complying with legal and organisational guidelines,0.11721991701244813,East Yorkshire and Northern Lincolnshire,1.0912299107470502,0.009799917012448131,0.09122991074705022,0.09122991074705022,964,113.0
